"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 18, 2016","1,519.43","1,509.83","1,524.68","1,509.83","0","0.64"
"Oct 17, 2016","1,509.83","1,512.64","1,516.16","1,509.32","0","-0.19"
"Oct 14, 2016","1,512.64","1,516.11","1,528.58","1,512.44","0","-0.23"
"Oct 13, 2016","1,516.11","1,524.65","1,524.65","1,503.50","0","-0.56"
"Oct 12, 2016","1,524.65","1,523.51","1,529.39","1,519.62","0","0.07"
"Oct 11, 2016","1,523.51","1,549.07","1,549.07","1,517.12","0","-1.65"
"Oct 10, 2016","1,549.07","1,535.54","1,555.67","1,535.54","0","0.88"
"Oct 07, 2016","1,535.51","1,546.25","1,548.85","1,529.00","0","-0.69"
"Oct 06, 2016","1,546.25","1,547.44","1,547.87","1,536.27","0","-0.08"
"Oct 05, 2016","1,547.44","1,539.16","1,553.96","1,539.16","0","0.54"
"Oct 04, 2016","1,539.16","1,547.89","1,551.08","1,533.64","0","-0.56"
"Oct 03, 2016","1,547.89","1,556.30","1,556.30","1,543.05","0","-0.54"
"Sep 30, 2016","1,556.30","1,543.11","1,561.04","1,543.11","0","0.85"
"Sep 29, 2016","1,543.11","1,561.74","1,561.74","1,540.00","0","-1.19"
"Sep 28, 2016","1,561.74","1,549.26","1,562.23","1,541.74","0","0.81"
"Sep 27, 2016","1,549.26","1,546.20","1,550.99","1,541.95","0","0.20"
"Sep 26, 2016","1,546.20","1,557.76","1,557.76","1,545.87","0","-0.74"
"Sep 23, 2016","1,557.76","1,568.84","1,568.84","1,557.65","0","-0.71"
"Sep 22, 2016","1,568.84","1,548.68","1,569.71","1,548.68","0","1.30"
"Sep 21, 2016","1,548.68","1,527.64","1,549.35","1,527.64","0","1.38"
"Sep 20, 2016","1,527.62","1,533.40","1,539.89","1,527.47","0","-0.38"
"Sep 19, 2016","1,533.40","1,523.91","1,542.04","1,523.91","0","0.62"
"Sep 16, 2016","1,523.95","1,529.24","1,529.24","1,517.44","0","-0.35"
"Sep 15, 2016","1,529.24","1,512.09","1,530.94","1,510.44","0","1.13"
"Sep 14, 2016","1,512.09","1,514.70","1,523.04","1,509.21","0","-0.17"
"Sep 13, 2016","1,514.70","1,544.06","1,544.06","1,507.89","0","-1.90"
"Sep 12, 2016","1,544.06","1,525.15","1,545.36","1,515.69","0","1.24"
"Sep 09, 2016","1,525.15","1,572.49","1,572.49","1,525.15","0","-3.01"
"Sep 08, 2016","1,572.48","1,576.94","1,576.94","1,569.96","0","-0.28"
"Sep 07, 2016","1,576.94","1,569.56","1,576.94","1,567.19","0","0.47"
"Sep 06, 2016","1,569.56","1,568.04","1,572.08","1,562.15","0","0.10"
"Sep 02, 2016","1,568.04","1,552.88","1,568.04","1,552.88","0","0.98"
"Sep 01, 2016","1,552.89","1,552.91","1,555.58","1,540.87","0","-0.00"
"Aug 31, 2016","1,552.91","1,558.93","1,558.93","1,544.71","0","-0.39"
"Aug 30, 2016","1,558.93","1,559.71","1,562.73","1,553.12","0","-0.05"
"Aug 29, 2016","1,559.71","1,549.85","1,563.35","1,549.85","0","0.64"
"Aug 26, 2016","1,549.85","1,554.01","1,565.70","1,541.90","0","-0.27"
"Aug 25, 2016","1,554.01","1,551.06","1,558.86","1,547.84","0","0.19"
"Aug 24, 2016","1,551.06","1,564.58","1,564.58","1,548.76","0","-0.86"
"Aug 23, 2016","1,564.58","1,554.73","1,567.62","1,554.73","0","0.63"
"Aug 22, 2016","1,554.73","1,552.99","1,554.73","1,546.73","0","0.11"
"Aug 19, 2016","1,552.99","1,553.62","1,553.67","1,546.53","0","-0.04"
"Aug 18, 2016","1,553.62","1,542.37","1,553.62","1,542.37","0","0.73"
"Aug 17, 2016","1,542.37","1,545.98","1,545.98","1,533.71","0","-0.23"
"Aug 16, 2016","1,545.98","1,560.21","1,560.21","1,545.57","0","-0.91"
"Aug 15, 2016","1,560.21","1,547.34","1,562.87","1,547.34","0","0.83"
"Aug 12, 2016","1,547.34","1,547.80","1,550.77","1,542.50","0","-0.03"
